name,address,city,state,zip,phone,website,latitude,longitude,scope,source,facility_type,primary_focus,substances,age_groups,identity_factors,insurance,settings,therapy_approaches,languages
VA Central Western Massachusetts Pittsfield Outpatient Clinic,78 Center Street,Pittsfield,MA,1201,413-584-4040 x6300,https://www.centralwesternmass.va.gov,42.4521464,-73.2553345,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
VA Central Western Massachusetts Greenfield Outpatient Clinic,143 Munson Street,Greenfield,MA,1301,413-584-4040 x6400,https://www.centralwesternmass.va.gov,42.5758375,-72.6233403,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Riverside Community Care Somerville Outpatient Center,117 Summer Street,Somerville,MA,2143,617-354-2275,https://www.riversidecc.org,42.3856897,-71.102806,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Tufts Medical Center Hospitals,,Boston,MA,2111,617-636-5000,https://www.tuftsmedicalcenter.org,,,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|residential|telehealth,cbt|mat,english
Haverhill Pavilion Behavioral Health Adult/Geriatric Inpatient,76 Summer Street,Haverhill,MA,1830,978-373-8222,https://www.haverhillpavilion.com,42.7786814,-71.0728794,national,findtreatment.gov,MH,dual_diagnosis,,older_adult,,medicaid_medicare|private|uninsured|va_tricare,residential|telehealth,cbt|mat,english
North Charles Institute for the Addict Counseling and Administrative Offices,2500 Massachusetts Avenue,Cambridge,MA,2140,617-661-5700,https://www.northcharles.org,42.3989591,-71.1325722,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Judge Baker Childrens Center Center for Effective Therapy,53 Parker Hill Avenue,Roxbury Crossing,MA,2120,617-278-4288,https://bakercenter.org,42.331001,-71.1100327,national,findtreatment.gov,MH,mental_health,,adolescent|adult|young_adult,,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt,english
VOA Behavioral Health Services,5 Post Office Square,Taunton,MA,2780,508-822-4027,https://www.voamass.org,41.9015476,-71.0944441,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Steppingstone Inc Fall River Outpatient Clinic,279 North Main Street,Fall River,MA,2720,508-679-0033,https://www.steppingstoneinc.org,41.7057289,-71.1546732,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Middlesex Recovery PC,20 Tower Office Park,Woburn,MA,1801,781-305-3300,https://www.middlesexrecovery.com,42.5016666,-71.1239631,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Appleton McLean Hospital,115 Mill Street,Belmont,MA,2478,617-855-3121,https://www.mcleanhospital.org/programs/appleton,42.3951913,-71.194474,national,findtreatment.gov,MH,mental_health,,adult|older_adult|young_adult,,uninsured,residential,cbt|mat,english
Victory Programs Inc New Joelyns Home,404 South Huntington Avenue,Jamaica Plain,MA,2130,617-456-1201,https://www.vpi.org,,,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adult|young_adult,woman,medicaid_medicare,residential,cbt|mat|twelve_step,english
Baldpate CSS,83 Baldpate Road,Georgetown,MA,1833,978-352-2131 x139,https://detoxma.com,42.7051611,-71.011216,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran,medicaid_medicare|private|uninsured|va_tricare,residential,cbt|mat|twelve_step,english
Duffy Health Center Inc,94 Main Street,Hyannis,MA,2601,508-771-9599,https://www.duffyhealthcenter.org/,41.6562982,-70.2744449,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare,outpatient|telehealth,cbt|mat,english
Baldpate Acute Treatment Services,83 Baldpate Road,Georgetown,MA,1833,978-352-2131 x139,https://detoxma.com,42.7051611,-71.011216,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,residential,cbt|mat|twelve_step,english
Beth Israel Lahey Health Salem Clinic,35 Congress Street,Salem,MA,1970,978-968-1700,https://www.bilhbehavioral.org,,,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adolescent,veteran|woman,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Evergreen Behavioral LLC DBA Woburn Wellness,53 Cummings Park,Woburn,MA,1801,339-999-2722,https://www.woburnaddictiontreatment.com/,42.4994423,-71.1234551,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Serenity at Summit,61 Brown Street,Haverhill,MA,1830,978-641-3001,https://www.serenityatsummit.com,42.7641862,-71.0463414,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured,residential|telehealth,cbt|mat|twelve_step,english
Sunrise Detox Millbury LLC,29 North Main Street,Millbury,MA,1527,508-581-5225,https://www.sunrisedetox.com,42.1932086,-71.761618,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,private|uninsured|va_tricare,residential,cbt|mat|twelve_step,english
Serenity at Summit,61 Brown Street,Haverhill,MA,1830,978-641-3001,https://www.serenityatsummit.com,42.7641862,-71.0463414,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,residential,cbt|mat,english
Elm Tree Clinic,12 Wood Street,Lowell,MA,1851,833-356-8733,https://www.elmtreeclinic.com,42.6344762,-71.3552775,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
Avanzando Gandara Center Enhanced Residential Rehab Services,14 Chestnut Place,Ludlow,MA,1056,413-266-4093,https://gandaracenter.org/avanzando/,42.15774726,-72.4812111,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adult|young_adult,veteran|woman,medicaid_medicare|private|va_tricare,residential|telehealth,cbt|mat|twelve_step,english
River Valley Counseling Center Satellite Office,2 Mechanic Street,Easthampton,MA,1027,413-540-1210,https://www.rvcc-inc.org,42.2679508,-72.6691398,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Victory Programs Inc New Victories,404 South Huntington Avenue,Jamaica Plain,MA,2130,617-825-6088,https://www.vpi.org,,,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adult|young_adult,,medicaid_medicare,residential,cbt|mat|twelve_step,english
Link House Outpatient Clinic Link House Inc,110 Haverhill Road,Amesbury,MA,1913,978-834-6583,https://www.linkhouseinc.org,42.8423465,-70.9616456,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adolescent,woman,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat,english
Living in Freedom Together Janas Place,P.O. Box 3490,Worcester,MA,1613,508-556-6101,https://www.safeexitiniative.org,,,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adult|young_adult,woman,medicaid_medicare|private,residential,cbt|mat|twelve_step,english
Elm Tree Clinic,21 School Street,Quincy,MA,2169,833-356-8733,https://www.elmtreeclinic.com,42.244034,-71.0011522,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,mat,english
Counseling Center at Millbury,29 Main Street,Millbury,MA,1527,508-785-4490,https://www.millburycounselingcenter.com/,42.1894225,-71.7587511,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adolescent,,private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Meta Addiction Treatment,55 Concord Street,North Reading,MA,1864,978-776-3206,https://www.metaaddictiontreatment.com,42.5604389,-71.1239575,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Eleanor Health Massachusetts,108 Grove Street,Worcester,MA,1605,508-594-3763,https://www.eleanorhealth.com,42.2765782,-71.8012966,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Mentor South Bay,140 High Street,Springfield,MA,1105,413-495-1500 x1500,https://www.mentorsouthbay.com,,,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt,english
Clearbrook Treatment Center MA LLC,83 Hospital Road,Baldwinville,MA,1436,800-547-4615,https://www.clearbrookinc.com/locations/massachusetts/,42.6138034,-72.0610501,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,residential|telehealth,cbt|mat|twelve_step,english
Middlesex Recovery Norton,85 East Main Street,Norton,MA,2766,508-715-9664,https://www.middlesexrecovery.com/locations/norton,41.971692,-71.1768842,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Middlesex Recovery PC,61 Prospect Street,Gloucester,MA,1930,978-515-7644,https://www.middlesexrecovery.com/company/location,42.6152413,-70.6636777,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Middlesex Recovery PC,2 Courthouse Lane,Chelmsford,MA,1824,978-459-8074,https://www.middlesexrecovery.com/company/locations/chelmsford/,42.6240974,-71.3590567,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Middlesex Recovery Stoughton,966 Park Street,Stoughton,MA,2072,781-633-6785,https://www.middlesexrecovery.com/locations/stoughton/,42.1116024,-71.0723869,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Blue Hills Health and Wellness LLC,474 Grove Street,Worcester,MA,1605,508-403-7877,https://bluehillsrecovery.com/,42.2892649,-71.8100225,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adult|young_adult,,private|uninsured,intensive_outpatient|outpatient,cbt|mat,english
Greater Boston Addiction Center,322 Reservoir Street,Needham Heights,MA,2494,877-926-3034,https://www.greaterbostonaddictioncenters.com,42.3069864,-71.226113,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
East Coast Recovery,215 Chief Justice Cushing Highway,Cohasset,MA,2025,781-400-8018,https://www.eastcoastrecovery.com,42.2407926,-70.8305069,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Evolve Recovery Center at Millbury LLC,29 North Main Street,Millbury,MA,1527,508-581-5225,https://evolverecoverycenter.com,42.1932103,-71.7616254,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,residential,cbt|mat|twelve_step,english
Northstar Recovery Center,132 Turnpike Road,Southborough,MA,1772,888-311-0911,https://www.NorthstarRecoveryCenter.com,42.2913777,-71.5149026,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Quincy Comprehensive Treatment Center Arbour Hospital,460 Quincy Avenue,Quincy,MA,2169,617-801-5120,https://www.ctcprograms.com/location/quincy-mobile,42.2385863,-70.9800815,national,findtreatment.gov,MH,dual_diagnosis,,adult|older_adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|residential|telehealth,cbt|mat,english
Carl E Dahl House at Evergreen Grove Co Occurring Enhanced (COE),827 Green Street,Gardner,MA,1440,978-830-3276 x393,https://www.dahlhouse.org/,42.6077852,-71.991983,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,,medicaid_medicare|uninsured,residential|telehealth,cbt|mat|twelve_step,english
Chapters Recovery Center Inc,85 Constitution Lane,Danvers,MA,1923,978-719-1864,https://Chaptersrecoverycenter.com,42.555348,-70.937544,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Commonwealth Collaborative,405 Stockbridge Road,Great Barrington,MA,1230,413-591-7200,https://www.commoncollab.com,42.2123487,-73.3451945,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adolescent,woman,medicaid_medicare|private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Meta Addiction Treatment,25 Railroad Square,Haverhill,MA,1832,844-909-2560,https://www.metaaddictiontreatment.com,42.7736556,-71.0855717,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Better Life Partners,1900 West Park Drive,Westborough,MA,1581,866-679-0831,https://betterlifepartners.com,42.2813253,-71.572488,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Bicycle Health Telehealth,,Boston,MA,2111,844-943-2514,https://bicyclehealth.com,,,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,woman,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
Compass Recovery LLC,65-D Elm Street,Hatfield,MA,1038,413-861-0680,https://www.compassrecoverytreatment.com,,,national,findtreatment.gov,SA,substance_use,alcohol|opioids,adult|young_adult,,private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
ROOTS at Evergreen Grove,827 Green Street,Gardner,MA,1440,978-830-3276 x400,https://www.rootsatevergreengrove.org,42.6077852,-71.991983,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adolescent|adult|young_adult,,,outpatient,cbt|mat,english
Adolescent Substance Use and Addiction Boston Childrens Hospital,2 Brookline Place,Brookline,MA,2445,617-355-2727,https://www.childrenshospital.org/asap,42.3322788,-71.1161373,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|young_adult,,medicaid_medicare|private|uninsured|va_tricare,outpatient|telehealth,cbt|mat,english
Gavin Foundation Eileens House,,Dorchester Center,MA,2124,857-496-7356,https://www.gavinfoundation.org,,,national,findtreatment.gov,SA,substance_use,alcohol,adult|young_adult,woman,medicaid_medicare|private|uninsured,residential,cbt|mat|twelve_step,english
Providence Treatment,896 Beacon Street,Boston,MA,2215,484-445-4145,https://www.providencetreatment.com,42.3469897,-71.1055338,national,findtreatment.gov,SA,dual_diagnosis,alcohol,adult|young_adult,woman,private|uninsured,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
First Class Behavioral Counseling,1017 Turnpike Street,Canton,MA,2021,781-236-7343,https://www.firstclassbehavioral.com,,,national,findtreatment.gov,MH,dual_diagnosis,,adolescent|adult|older_adult|young_adult,veteran,medicaid_medicare|private|uninsured,outpatient|telehealth,cbt|mat,english
NuLife Behavioral Health Outpatient Services,359 Main Street,Worcester,MA,1608,508-203-6770,https://nulifebehavioralhealth.com,42.265073,-71.8013233,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
Resilience Behavioral Health,1600 Providence Highway,Walpole,MA,2081,508-684-2205,https://www.resiliencebehavioralhealthcenters.com,42.1233076,-71.2315572,national,findtreatment.gov,SA,dual_diagnosis,alcohol|opioids,adult|young_adult,veteran|woman,medicaid_medicare|private|uninsured|va_tricare,intensive_outpatient|outpatient|telehealth,cbt|mat|twelve_step,english
